SO2;NO2;O3;PM2.5;PM10
15,87;36,86;63,59;34,05;64,45
24,32;43,24;66,72;39,95;67,13
18,66;31,94;74,11;36,75;65,69
17,55;34,59;49,52;30,42;53,86
15,07;33,90;60,52;36,81;59,77
15,63;25,43;76,41;32,96;58,45
15,72;20,27;58,77;35,05;77,13
15,46;19,61;45,16;20,68;32,71
26,19;32,45;33,53;27,40;50,73
19,21;38,96;51,49;37,51;66,16
21,62;40,33;47,95;34,49;61,37
22,63;45,87;46,91;38,22;71,86
30,02;37,90;56,59;32,54;56,92
21,04;26,27;67,26;27,43;56,47
11,50;21,12;46,68;18,92;37,53
17,33;38,87;42,93;32,74;62,77
32,36;47,96;56,95;38,23;80,50
12,57;29,16;75,08;42,15;86,32
12,76;32,39;60,49;26,43;49,43
13,01;16,33;52,82;17,52;35,65
14,41;14,67;44,97;16,29;33,56
36,37;30,79;37,38;22,95;42,23
14,71;33,74;47,17;30,03;52,35
10,39;29,15;55,56;27,08;49,78
9,19;28,08;49,99;21,94;40,30
13,41;32,71;40,60;29,30;55,35
24,04;36,90;43,57;33,37;57,60
15,58;31,47;52,40;32,21;55,82
16,57;34,02;57,37;44,44;74,85
14,12;34,06;56,72;38,65;66,12
17,26;30,22;50,38;35,50;65,48
24,90;29,18;64,82;44,90;71,02
9,89;32,10;70,04;51,75;86,92
13,61;34,14;70,07;53,97;78,35
10,27;21,84;61,94;33,53;57,27
17,65;29,14;60,26;36,34;58,60
12,51;29,61;66,04;32,09;53,03
19,28;38,42;75,97;40,14;73,27
14,16;30,97;87,94;39,41;68,21
12,95;29,73;71,54;38,53;66,75
24,63;28,71;55,37;26,85;43,31
15,88;22,96;61,53;19,57;35,07
10,85;26,28;62,61;23,38;38,99
11,20;25,59;61,17;24,07;39,15
13,42;24,10;52,43;21,73;36,42
15,69;22,04;58,47;25,33;35,87
48,25;37,50;36,30;29,32;47,88
33,54;32,86;52,22;32,12;54,71
29,74;27,10;70,58;30,47;50,96
26,24;29,26;64,49;28,80;47,42
17,94;21,39;63,72;26,84;54,20
19,87;23,93;67,19;28,75;50,74
25,45;34,32;57,87;35,36;58,76
15,26;27,35;68,54;35,83;70,08
15,94;19,72;43,39;19,70;35,96
7,56;22,98;59,27;21,31;28,36
4,97;19,27;57,74;22,39;39,87
12,03;27,84;58,91;20,38;37,74
9,08;19,81;47,42;23,53;41,25
25,46;24,80;43,53;31,05;50,13
11,89;22,15;46,28;24,58;43,91
21,69;16,88;45,92;28,37;48,04
22,04;11,36;49,49;15,21;22,40
26,76;15,10;40,54;18,23;31,33
41,97;23,66;41,88;21,85;42,67
25,79;23,54;60,26;27,86;48,50
29,04;23,07;70,74;32,29;52,29
27,04;19,36;73,14;27,79;45,27
29,88;21,71;66,58;25,64;41,01
21,20;19,49;72,20;26,45;42,83
14,74;16,61;76,89;26,06;41,54
11,72;12,92;71,99;24,98;55,61
9,72;13,91;52,70;21,34;47,67
8,66;22,17;50,87;24,54;42,49
22,48;18,79;41,43;27,96;38,58
17,89;16,73;52,83;20,16;30,39
7,69;10,76;68,17;18,00;35,21
13,41;16,22;62,83;23,53;50,67
7,67;8,79;57,72;17,07;28,45
19,09;13,83;42,20;21,00;38,73
23,83;18,67;52,61;17,89;31,47
23,71;21,36;58,59;23,62;46,22
13,46;16,11;70,11;26,62;44,79
17,11;16,02;72,84;27,95;46,62
12,69;17,67;72,90;26,32;47,76
13,31;17,74;64,24;22,40;41,72
22,24;20,48;78,00;27,76;58,58
18,14;15,79;85,18;26,32;48,73
16,14;22,96;82,70;25,86;46,24
8,66;11,00;76,41;19,38;38,98
10,61;12,92;77,31;22,60;48,00
7,60;13,76;73,47;28,34;53,77
8,73;17,52;66,53;20,64;37,47
7,77;14,14;56,48;21,17;35,33
15,21;17,48;55,33;17,85;32,48
10,70;16,84;52,74;21,76;39,86
7,32;12,38;60,06;18,94;34,46
7,97;11,91;65,43;20,19;41,00
8,32;21,18;49,72;27,97;42,69
9,33;19,94;63,06;29,04;52,70
8,78;14,35;52,08;20,77;39,28
20,98;18,91;38,90;24,42;40,94
12,13;18,04;59,38;18,11;35,40
19,79;14,51;58,65;25,38;48,09
9,04;18,64;52,59;27,63;56,89
8,30;18,25;56,11;24,44;43,96
9,73;17,72;42,63;24,72;43,62
14,83;20,18;45,16;26,23;53,25
8,06;19,41;70,90;24,83;45,83
8,00;14,93;80,88;25,08;45,44
5,66;13,41;72,20;23,06;36,75
5,48;13,34;63,57;22,53;32,94
11,52;12,94;55,89;22,30;40,37
25,84;20,03;43,55;24,54;37,57
9,40;19,46;56,15;30,08;49,28
10,18;21,90;49,40;29,46;54,78
8,71;16,98;70,73;38,55;63,23
8,84;15,06;75,47;28,00;59,96
13,14;12,88;76,98;22,68;45,20
13,72;14,37;73,83;24,05;39,86
14,26;19,34;62,70;31,14;51,80
9,05;16,90;67,59;28,02;47,46
8,40;15,99;69,79;30,64;54,51
11,12;14,85;60,70;28,03;45,80
11,53;16,61;57,12;31,38;54,68
7,78;14,29;66,51;26,56;42,22
7,06;11,46;73,16;23,88;40,01
9,27;12,44;75,83;23,51;42,27
7,48;9,43;76,24;19,89;33,65
7,42;10,44;87,49;22,17;37,47
11,13;14,23;74,03;24,01;39,42
7,50;14,27;42,93;24,68;38,43
5,75;11,71;35,04;27,93;42,04
8,83;15,81;40,49;30,32;47,12
5,08;14,89;39,80;25,74;41,48
11,85;13,83;56,81;27,55;50,28
10,60;15,03;53,42;22,77;42,82
6,37;13,94;57,70;22,55;41,64
6,69;10,65;54,11;22,86;38,39
10,12;14,80;53,98;32,53;64,19
6,16;12,58;54,58;24,41;47,98
9,96;15,63;51,95;23,14;42,05
9,45;16,90;57,80;24,56;40,38
6,18;14,08;60,13;22,18;37,04
6,39;16,53;59,69;24,12;44,60
10,67;11,86;67,04;23,60;45,26
7,14;13,71;68,35;27,59;55,14
10,08;22,98;53,28;33,42;62,59
10,54;16,82;62,76;29,43;55,37
18,54;18,36;67,65;35,29;67,77
17,70;17,96;52,67;30,02;58,60
10,62;18,44;64,19;26,33;49,09
13,39;8,90;50,64;24,62;39,48
22,96;13,33;45,41;23,87;37,04
39,26;21,62;35,11;30,92;53,20
28,05;26,39;59,88;32,44;66,54
14,75;20,82;68,17;30,55;56,32
19,62;21,92;69,13;29,33;55,85
10,61;16,32;56,34;24,74;48,75
8,87;16,36;57,36;23,05;46,37
15,17;18,55;58,95;24,24;47,85
10,60;20,23;64,20;25,65;48,26
4,52;11,28;54,46;24,15;43,74
7,12;19,46;57,46;26,72;44,69
10,68;21,67;55,84;31,03;53,66
10,16;20,29;45,89;33,86;62,95
8,93;16,08;41,80;31,97;57,23
5,12;15,28;47,08;31,74;57,76
6,57;19,51;55,35;30,62;59,96
12,41;26,79;42,53;33,93;69,66
11,06;22,54;55,45;31,85;65,35
12,71;25,58;67,25;43,95;75,74
4,88;14,30;53,76;40,28;72,32
15,31;16,95;70,12;37,29;68,65
8,20;12,36;57,91;25,50;45,11
7,83;21,54;56,88;28,81;57,04
7,38;21,03;60,78;25,08;49,23
4,21;24,79;35,67;27,03;45,34
9,47;23,56;36,21;28,13;49,21
6,50;20,37;32,67;27,58;47,95
4,64;11,86;48,29;21,02;36,74
13,82;13,10;49,43;20,77;34,47
16,85;18,61;41,44;26,29;45,51
20,26;26,29;51,46;32,09;56,78
9,60;22,21;49,45;28,80;47,77
8,53;20,84;54,54;25,84;44,14
10,01;19,47;62,96;25,68;42,43
6,27;21,87;60,94;26,22;43,66
12,01;23,18;52,29;27,24;44,82
10,14;23,73;53,54;31,05;52,85
8,69;22,23;45,65;24,23;40,74
9,87;24,53;36,14;24,88;42,27
8,82;23,48;33,78;27,87;47,51
19,30;30,59;40,42;30,01;52,14
9,32;25,67;46,50;33,68;55,10
7,51;23,24;45,65;34,41;57,46
6,40;21,42;48,93;32,29;55,06
12,98;29,29;49,72;37,25;63,10
17,87;26,15;52,42;30,90;49,42
23,73;27,43;57,32;29,37;50,83
15,44;32,72;60,24;39,81;60,07
7,62;18,91;60,12;26,31;44,08
18,87;20,32;73,82;26,88;48,71
11,61;20,72;39,01;27,96;41,64
7,61;29,57;38,30;35,13;52,09
21,49;36,05;56,77;39,91;63,61
22,84;28,15;45,04;32,34;54,11
27,69;29,10;39,56;31,67;55,75
26,50;28,94;35,08;33,27;54,48
12,95;25,35;50,51;29,88;52,29
13,60;30,35;43,26;32,11;54,70
17,83;32,11;58,87;32,04;59,86
14,13;30,96;54,13;32,01;54,86
12,68;30,78;52,20;33,50;55,73
18,68;23,98;49,18;28,09;48,93
20,71;24,13;50,18;29,45;49,67
7,57;21,43;48,56;26,07;44,92
8,92;24,22;51,05;26,57;41,79
20,25;26,37;53,63;30,13;46,47
15,61;24,24;40,53;27,93;45,14
12,37;26,23;44,58;28,38;48,44
14,25;25,81;42,43;28,79;46,77
18,35;27,33;48,85;33,19;53,93
17,79;28,75;54,24;30,75;49,51
9,63;26,21;45,82;28,38;45,77
15,99;26,57;49,06;27,29;44,36
10,03;22,79;52,55;21,53;35,37
8,36;20,24;48,41;23,76;39,30
11,09;23,59;37,04;23,55;38,87
12,87;23,90;40,73;24,82;39,26
7,92;19,09;43,73;22,28;39,61
8,43;22,04;54,31;20,55;32,01
10,04;25,18;39,16;26,05;43,20
14,16;33,29;34,47;32,86;55,28
9,95;30,24;46,68;30,87;49,99
9,62;30,25;44,23;30,46;46,89
16,94;38,83;47,77;38,06;53,60
10,36;26,68;49,85;34,48;52,31
8,59;23,71;49,91;27,46;42,69
7,29;23,35;44,23;25,34;43,08
11,91;29,86;29,61;26,25;42,40
11,89;28,26;44,68;29,46;45,31
12,68;20,46;51,89;26,40;40,40
15,81;24,82;53,82;25,89;39,80
13,35;18,94;48,40;21,37;41,74
12,16;17,56;28,27;22,24;35,07
8,59;24,82;29,17;25,52;39,70
10,16;26,80;23,62;27,76;42,18
10,12;25,44;30,47;28,35;43,26
7,19;23,79;36,46;24,64;39,68
11,18;26,99;44,83;27,46;45,64
13,80;27,65;52,37;28,34;43,44
21,41;36,10;45,41;38,91;57,15
14,14;27,67;46,82;33,23;50,97
17,23;29,65;41,70;31,19;52,90
13,56;32,42;46,11;33,98;58,88
29,77;38,70;38,76;38,01;66,16
24,64;44,49;44,39;36,30;62,66
13,22;26,92;43,26;31,05;53,91
20,74;33,76;38,03;36,26;61,79
17,90;36,02;44,94;37,70;62,42
10,63;20,08;47,14;24,92;41,39
7,84;22,76;37,36;27,94;45,21
15,20;33,33;26,19;33,16;55,97
11,58;29,45;34,32;30,67;53,58
16,11;30,11;39,33;31,35;53,46
21,85;34,08;29,55;30,74;52,94
53,54;41,12;24,89;40,28;69,08
18,36;36,76;37,22;35,29;61,72
30,74;43,62;33,44;40,45;69,83
27,96;49,24;31,13;42,33;70,74
19,08;35,13;35,16;35,45;64,28
23,48;37,82;36,23;36,21;61,96
20,12;35,29;44,49;33,75;58,52
14,03;35,28;41,03;33,65;61,44
19,29;37,30;38,27;35,51;60,05
22,21;33,92;41,89;35,06;60,94
18,87;41,25;29,22;41,82;69,72
33,54;39,47;27,46;40,29;70,68
24,25;30,67;31,89;32,61;59,05
30,86;36,42;29,62;35,80;63,11
21,07;33,87;37,64;34,40;58,81
15,64;28,38;34,17;29,65;43,72
16,54;29,89;31,15;31,68;54,33
23,04;32,43;30,53;33,38;58,09
25,28;30,97;37,78;34,81;53,54
22,67;30,39;33,44;34,57;52,89
31,70;36,19;31,62;38,36;57,48
26,55;36,76;36,88;45,34;66,48
10,82;34,11;40,95;37,17;52,12
16,26;35,36;33,85;35,87;54,92
20,02;40,51;39,74;43,15;64,47
24,49;39,41;31,25;46,68;67,37
26,92;35,62;35,27;35,44;54,12
15,09;36,58;34,75;38,33;56,80
25,05;40,78;34,67;48,82;75,40
22,45;43,34;45,59;49,32;73,73
18,71;38,01;32,40;45,32;71,09
22,39;41,96;29,37;44,25;63,22
29,07;48,61;35,86;53,34;89,48
31,17;45,45;31,88;53,61;85,07
24,74;41,49;50,43;56,41;89,82
23,09;34,50;39,76;45,52;76,19
30,19;42,91;37,97;47,86;75,72
43,77;53,49;28,69;65,01;104,03
21,85;46,55;29,43;54,38;93,38
16,79;33,32;27,53;52,19;84,74
11,09;26,11;33,07;37,86;59,08
29,34;42,70;31,33;54,67;94,37
31,91;47,59;36,21;62,17;99,92
19,31;39,81;34,35;44,34;73,67
13,02;27,63;40,00;27,21;52,12
27,04;33,10;36,02;32,12;55,09
18,13;42,86;35,62;47,18;89,50
27,10;46,89;43,78;51,01;87,57
20,11;34,26;37,13;41,08;77,89
14,41;24,60;36,15;27,64;47,48
26,71;38,34;31,49;42,35;71,71
33,20;42,35;40,26;46,84;82,61
16,62;35,69;40,51;39,23;65,90
18,07;33,79;36,75;38,24;68,05
10,81;24,13;33,26;25,33;44,39
11,00;24,69;28,93;27,48;44,48
27,06;34,80;29,79;31,21;54,34
29,07;42,91;26,08;46,98;85,08
26,62;56,48;38,05;58,59;105,51
30,57;53,56;44,75;56,55;92,05
20,46;46,57;42,83;48,57;71,59
28,39;46,96;40,27;57,57;84,77
30,69;57,62;38,75;59,88;96,63
22,33;53,26;35,81;52,57;83,17
33,19;44,77;29,62;48,31;86,70
21,13;44,03;32,50;50,99;96,11
9,00;29,84;37,94;43,81;96,22
9,18;15,40;35,93;14,72;33,82
35,99;33,35;29,21;40,51;72,36
20,57;26,58;40,25;27,57;53,69
20,93;30,36;42,22;35,42;80,67
13,46;23,87;45,32;31,93;79,37
21,78;40,04;36,38;46,65;92,21
25,60;39,02;39,68;43,38;93,40
26,71;47,08;53,91;60,38;112,52
45,48;52,91;45,89;61,67;114,43
60,63;57,20;39,70;55,43;103,23
17,25;44,96;50,59;54,77;99,78
18,11;36,95;45,21;48,99;97,33
24,84;41,47;49,87;45,54;90,24
12,97;34,09;51,09;38,32;79,73
18,96;35,54;51,66;37,49;75,07
23,53;35,44;63,97;45,23;76,20
22,10;36,95;55,17;44,46;83,15
14,21;40,59;51,09;44,91;81,70
19,39;34,95;62,74;42,24;92,16
15,72;32,21;65,90;31,80;65,92
18,17;23,24;45,11;25,63;49,52
8,84;18,92;56,59;24,25;47,44
10,39;18,15;59,11;19,47;39,98
7,86;27,36;56,09;25,53;57,80
15,08;31,23;47,57;32,71;67,12
17,23;33,52;46,94;32,81;63,68
19,54;36,12;53,07;32,70;63,91
10,84;37,81;46,54;34,84;68,76
23,70;40,05;42,68;39,26;76,53
16,51;25,99;59,08;27,38;55,45
15,89;25,04;61,10;22,52;47,97
32,42;31,79;45,60;28,02;58,17
31,50;42,24;38,11;35,36;60,00
16,46;28,97;42,05;31,59;60,70
19,61;32,59;47,14;29,63;56,10
47,17;41,74;40,01;36,70;64,16
15,98;29,48;51,08;31,04;52,83
18,04;31,44;47,79;35,70;62,58
25,28;37,79;52,44;42,97;80,07
18,69;39,68;45,98;35,85;76,61
23,19;39,50;53,56;31,63;76,85
20,63;40,57;63,79;34,96;74,95
7,15;23,83;51,06;15,57;38,39
29,20;29,51;37,97;24,62;47,33
18,27;33,20;35,93;31,77;66,10
22,08;33,36;43,64;30,85;54,84
22,61;32,99;52,87;37,88;64,83
29,03;33,39;55,00;37,89;82,87
26,75;31,61;36,86;22,52;46,58
51,01;38,18;25,03;24,33;38,46
31,63;27,68;48,63;22,64;37,86
23,12;27,22;56,29;21,66;39,47
18,84;29,69;47,22;24,45;49,85
14,33;32,00;45,28;26,73;53,83
21,83;34,52;44,25;28,01;54,19
12,89;25,33;53,02;24,38;57,52
14,38;28,51;45,56;25,28;52,93
11,66;28,40;47,99;28,75;63,39
17,84;33,05;47,56;29,22;60,07
24,35;41,28;52,64;36,20;68,68
21,16;40,57;58,21;35,43;68,27
17,65;39,79;70,27;33,45;68,77
18,00;41,44;69,12;31,87;67,55
18,86;44,06;66,46;40,08;75,11
16,13;25,81;74,94;28,92;57,77
18,01;24,96;59,56;34,48;92,69
23,85;23,73;48,27;26,52;54,88
13,09;16,40;48,70;23,52;84,27
26,79;25,75;39,98;21,61;35,85
36,22;35,04;43,37;36,99;62,21
14,95;33,21;56,86;29,61;61,93
15,95;31,77;59,09;33,78;90,66
13,87;16,63;56,18;19,80;47,93
27,49;24,60;45,46;22,48;49,32
24,88;32,28;49,82;22,09;38,17
12,04;25,01;59,14;23,10;44,16
15,90;26,45;58,88;22,49;49,53
16,77;37,42;64,61;28,79;61,55
12,63;28,61;73,27;25,19;52,20
17,18;25,71;75,34;30,92;75,69
20,32;25,94;54,76;20,85;55,01
15,91;28,12;56,24;28,28;51,75
19,52;27,23;37,42;32,80;81,91
27,73;27,48;49,25;22,48;42,10
13,88;25,40;65,04;23,89;46,37
9,97;21,37;71,75;23,70;49,21
15,98;24,01;66,14;25,83;50,79
20,87;23,25;67,23;23,02;51,12
30,06;33,30;59,70;29,93;56,28
21,16;26,92;77,76;24,45;42,97
15,91;22,15;80,59;25,55;49,12
20,41;28,52;72,17;30,73;54,86
13,22;28,59;71,64;29,89;51,78
14,71;24,89;65,41;24,60;61,61
16,94;24,69;60,10;33,35;68,80
9,54;19,88;68,63;28,91;61,41
10,87;26,76;54,83;27,60;50,20
10,18;23,94;89,22;36,32;71,15
8,95;28,41;71,17;30,55;52,94
9,94;22,44;83,50;32,60;47,16
11,07;22,46;49,36;26,05;40,69
27,07;19,89;53,48;16,55;28,84
13,23;23,74;49,32;19,78;34,84
10,43;24,42;57,91;30,65;52,71
7,81;21,61;64,99;32,38;50,17
7,50;20,46;70,86;18,63;29,79
9,83;28,47;67,15;19,77;35,08
11,57;30,07;75,76;20,19;34,06
7,61;25,19;77,29;21,71;36,90
9,16;28,07;74,00;27,61;50,18
11,42;27,82;68,73;19,87;38,40
12,58;30,73;62,03;25,42;46,32
10,22;22,62;65,17;24,95;45,36
8,53;18,51;66,30;19,83;28,02
7,56;20,32;86,96;17,13;30,55
5,67;21,64;86,05;18,06;30,89
5,11;20,28;76,71;17,11;21,35
4,81;17,49;65,98;17,84;25,92
23,39;26,13;53,16;21,71;34,39
22,27;27,81;57,06;16,81;27,52
9,22;21,25;78,21;20,51;38,15
8,77;25,49;59,75;27,84;52,21
4,55;17,68;79,28;16,59;29,28
8,50;27,60;62,01;25,01;43,28
4,95;25,06;65,50;23,68;40,37
7,19;28,70;68,53;24,51;43,81
7,29;20,90;81,48;19,53;29,70
6,31;20,07;70,70;18,59;26,80
10,45;30,82;59,92;23,17;34,40
19,30;36,49;70,71;34,36;50,14
8,92;31,22;67,62;36,55;52,56
10,53;24,98;89,04;29,94;50,21
14,42;38,73;70,42;25,60;40,62
15,52;37,82;59,79;24,84;41,43
15,41;32,43;76,00;23,37;37,41
10,71;27,26;78,73;21,36;36,02
8,54;20,53;66,47;31,42;61,28
14,14;22,30;22,10;18,37;26,00
17,92;27,84;27,62;26,28;39,97
11,33;27,64;36,06;27,14;46,26
15,42;32,13;38,01;30,85;46,73
8,70;19,92;47,86;27,45;47,31
12,72;27,03;38,88;29,44;51,27
12,59;26,89;39,71;26,15;41,31
9,51;23,62;55,16;22,72;41,57
14,90;20,14;54,70;23,19;40,59
12,33;25,82;47,29;29,76;49,27
10,70;21,65;57,15;26,29;45,55
11,07;18,91;58,71;21,20;39,70
18,07;26,21;61,41;26,60;46,24
10,41;23,15;55,54;25,04;42,41
9,83;21,69;60,56;24,74;44,33
11,60;24,78;56,72;29,08;47,43
8,71;26,60;59,74;25,24;46,30
9,01;21,64;69,38;33,49;50,68
9,86;26,25;54,92;37,91;57,14
9,07;25,45;43,53;29,00;51,26
6,28;28,27;48,03;32,90;55,98
8,07;19,04;62,74;26,50;45,63
6,83;20,97;68,08;26,21;45,38
7,23;19,44;56,85;24,67;41,38
9,40;22,38;38,32;31,53;50,28
10,74;17,58;43,92;24,15;43,51
8,75;22,45;47,85;36,47;54,03
9,09;24,29;58,57;28,45;50,94
9,16;21,37;58,80;25,28;44,57
7,22;20,98;72,94;24,24;40,12
11,14;23,08;66,71;31,35;56,44
9,60;23,41;65,91;30,25;55,02
8,47;21,36;59,96;25,68;45,82
9,19;26,71;66,25;27,54;46,04
8,96;24,17;71,32;33,10;56,19
9,98;25,15;45,20;27,94;47,49
11,91;27,45;46,14;31,81;52,26
8,33;21,68;43,61;26,42;45,02
12,69;24,60;39,18;25,88;45,68
11,23;23,07;54,43;22,15;34,33
17,32;28,39;58,72;31,75;52,25
17,51;27,40;54,13;25,26;43,47
12,39;26,81;49,44;22,11;35,43
19,70;27,24;60,09;25,55;40,71
16,48;30,22;70,49;30,15;43,91
10,52;24,60;56,68;25,46;43,40
12,57;23,25;56,86;29,23;49,35
23,49;29,28;36,88;29,58;53,64
14,59;22,19;46,79;29,15;44,79
7,64;25,37;53,57;26,26;43,98
7,42;21,04;60,95;23,61;37,01
10,20;23,22;54,08;23,82;41,96
8,34;19,11;60,97;18,91;34,53
7,40;16,78;59,49;25,40;39,95
12,44;20,78;59,31;21,20;36,31
10,00;22,56;52,02;27,49;46,17
11,62;25,71;58,23;28,74;44,15
12,93;28,49;77,28;34,17;52,96
11,18;28,92;55,45;27,15;45,37
11,41;26,77;53,25;27,82;48,67
17,66;28,17;53,05;29,94;47,31
25,52;26,67;51,12;25,78;45,05
12,77;28,12;54,78;26,43;43,39
11,87;29,42;45,17;35,40;55,44
10,52;27,68;52,18;29,13;53,38
11,03;26,89;51,95;24,59;40,41
10,29;29,11;48,29;24,47;42,17
10,12;26,41;52,67;24,78;43,65
11,40;26,57;48,46;25,27;43,34
16,04;28,04;45,96;26,95;47,18
11,71;30,12;42,92;27,86;40,54
10,77;26,79;41,62;27,86;43,20
11,68;31,50;51,32;30,01;45,16
15,11;28,27;49,55;29,33;50,40
21,54;29,07;60,97;24,92;45,84
20,69;31,55;51,44;29,95;45,41
10,45;27,02;59,33;37,01;59,50
9,35;24,65;46,53;28,17;43,58
10,66;26,70;39,87;28,19;47,83
13,26;28,07;48,82;29,26;50,39
10,27;27,19;47,19;28,86;46,48
9,83;22,60;46,98;23,56;42,52
13,63;28,83;41,67;28,66;46,27
12,82;29,93;45,13;28,47;46,54
14,98;30,63;47,51;31,57;49,14
10,09;27,85;57,20;38,67;52,52
9,12;28,64;43,39;28,51;48,03
16,55;31,46;51,37;31,12;52,04
